user_preference_id,user_id,recipe_id,preference_level,liked
296,15,68,2,FALSE
297,15,134,3,TRUE
298,15,87,2,FALSE
299,15,8,2,TRUE
300,15,84,3,FALSE
301,16,97,1,TRUE
302,16,80,5,FALSE
303,16,143,5,TRUE
304,16,78,1,FALSE
305,16,121,4,TRUE
306,16,41,4,FALSE
307,16,164,5,TRUE
308,16,92,2,FALSE
309,16,151,1,TRUE
310,16,112,4,FALSE
311,16,73,4,TRUE
312,16,106,2,FALSE
313,16,140,3,TRUE
314,16,185,2,FALSE
315,16,130,5,TRUE
316,16,14,3,FALSE
317,16,97,4,TRUE
318,16,137,3,FALSE
319,16,185,2,TRUE
320,16,86,3,FALSE
321,17,65,4,TRUE
322,17,77,1,FALSE
323,17,40,3,TRUE
324,17,57,1,FALSE
325,17,174,2,TRUE
326,17,78,3,FALSE
327,17,11,1,TRUE
328,17,193,4,FALSE
329,17,23,3,TRUE
330,17,118,1,FALSE
331,17,68,1,TRUE
332,17,111,3,FALSE
333,17,194,4,TRUE
334,17,185,4,FALSE
335,17,195,2,TRUE
336,17,120,5,FALSE
337,17,100,2,TRUE
338,17,29,2,FALSE
339,17,156,5,TRUE
340,17,193,2,FALSE
341,18,4,5,TRUE
342,18,74,5,FALSE
343,18,136,2,TRUE
344,18,155,2,FALSE
345,18,124,1,TRUE
346,18,78,3,FALSE
347,18,60,1,TRUE
348,18,9,2,FALSE
349,18,37,1,TRUE
350,18,57,2,FALSE
351,18,75,5,TRUE
352,18,106,4,FALSE
353,18,73,5,TRUE
354,18,80,1,FALSE
355,18,161,3,TRUE
356,18,63,3,FALSE
357,18,124,2,TRUE
358,18,107,3,FALSE
359,18,43,4,TRUE
360,18,167,4,FALSE
361,19,58,5,TRUE
362,19,62,4,FALSE
363,19,3,4,TRUE
364,19,67,2,FALSE
365,19,180,3,TRUE
366,19,91,5,FALSE
367,19,12,1,TRUE
368,19,188,3,FALSE
369,19,49,4,TRUE
370,19,87,5,FALSE
371,19,14,4,TRUE
372,19,92,5,FALSE
373,19,97,1,TRUE
374,19,63,1,FALSE
375,19,191,5,TRUE
376,19,60,4,FALSE
377,19,60,5,TRUE
378,19,181,2,FALSE
379,19,94,1,TRUE
380,19,18,3,FALSE
381,20,86,4,TRUE
382,20,16,2,FALSE
383,20,160,4,TRUE
384,20,129,4,FALSE
385,20,141,2,TRUE
386,20,131,4,FALSE
387,20,19,1,TRUE
388,20,199,3,FALSE
389,20,85,1,TRUE
390,20,144,1,FALSE
391,20,105,2,TRUE
392,20,185,2,FALSE
393,20,73,2,TRUE
394,20,142,3,FALSE
395,20,176,2,TRUE
396,20,169,2,FALSE
397,20,31,5,TRUE
398,20,102,4,FALSE
399,20,65,2,TRUE
400,20,191,3,FALSE
401,21,147,3,TRUE
402,21,132,1,FALSE
403,21,118,5,TRUE
404,21,168,4,FALSE
405,21,166,1,TRUE
406,21,16,5,FALSE
407,21,153,4,TRUE
408,21,20,1,FALSE
409,21,173,5,TRUE
410,21,57,3,FALSE
411,21,178,3,TRUE
412,21,62,4,FALSE
413,21,73,5,TRUE
414,21,176,5,FALSE
415,21,165,5,TRUE
416,21,61,3,FALSE
417,21,3,2,TRUE
418,21,123,5,FALSE
419,21,49,1,TRUE
420,21,156,5,FALSE
421,22,159,2,TRUE
422,22,138,4,FALSE
423,22,137,1,TRUE
424,22,87,1,FALSE
425,22,174,2,TRUE
426,22,173,4,FALSE
427,22,164,4,TRUE
428,22,57,5,FALSE
429,22,130,5,TRUE
430,22,13,1,FALSE
431,22,140,4,TRUE
432,22,51,2,FALSE
433,22,103,5,TRUE
434,22,79,4,FALSE
435,22,32,2,TRUE
436,22,194,4,FALSE
437,22,78,3,TRUE
438,22,12,3,FALSE
439,22,46,1,TRUE
440,22,128,4,FALSE
441,23,200,4,TRUE
442,23,47,2,FALSE
443,23,157,1,TRUE
444,23,9,2,FALSE
445,23,162,5,TRUE
446,23,137,5,FALSE
447,23,131,2,TRUE
448,23,84,3,FALSE
449,23,93,5,TRUE
450,23,87,2,FALSE
451,23,6,4,TRUE
452,23,88,1,FALSE
453,23,110,1,TRUE
454,23,197,2,FALSE
455,23,12,3,TRUE
456,23,39,5,FALSE
457,23,135,5,TRUE
458,23,183,5,FALSE
459,23,190,4,TRUE
460,23,173,3,FALSE
461,24,129,2,TRUE
462,24,61,2,FALSE
463,24,23,1,TRUE
464,24,5,2,FALSE
465,24,76,2,TRUE
466,24,93,4,FALSE
467,24,28,1,TRUE
468,24,67,4,FALSE
469,24,200,4,TRUE
470,24,94,5,FALSE
471,24,91,5,TRUE
472,24,68,4,FALSE
473,24,99,2,TRUE
474,24,35,1,FALSE
475,24,23,3,TRUE
476,24,84,4,FALSE
477,24,136,3,TRUE
478,24,160,1,FALSE
479,24,80,5,TRUE
480,24,195,4,FALSE
481,25,165,4,TRUE
482,25,159,5,FALSE
483,25,169,4,TRUE
484,25,135,3,FALSE
485,25,146,1,TRUE
486,25,151,3,FALSE
487,25,164,3,TRUE
488,25,19,1,FALSE
489,25,176,3,TRUE
490,25,162,5,FALSE
491,25,13,5,TRUE
492,25,166,5,FALSE
493,25,90,5,TRUE
494,25,74,4,FALSE
495,25,85,4,TRUE
496,25,7,1,FALSE
497,25,176,5,TRUE
498,25,66,1,FALSE
499,25,169,5,TRUE
500,25,38,2,FALSE
501,26,44,5,TRUE
502,26,57,3,FALSE
503,26,160,1,TRUE
504,26,75,4,FALSE
505,26,183,4,TRUE
506,26,119,1,FALSE
507,26,54,1,TRUE
508,26,188,5,FALSE
509,26,162,3,TRUE
510,26,137,2,FALSE
511,26,135,5,TRUE
512,26,186,3,FALSE
513,26,69,1,TRUE
514,26,75,4,FALSE
515,26,33,2,TRUE
516,26,73,3,FALSE
517,26,136,3,TRUE
518,26,124,3,FALSE
519,26,177,3,TRUE
520,26,67,1,FALSE
521,27,11,3,TRUE
522,27,194,1,FALSE
523,27,18,3,TRUE
524,27,75,5,FALSE
525,27,70,5,TRUE
526,27,153,2,FALSE
527,27,57,1,TRUE
528,27,64,1,FALSE
529,27,69,3,TRUE
530,27,64,5,FALSE
531,27,77,4,TRUE
532,27,131,5,FALSE
533,27,41,1,TRUE
534,27,101,2,FALSE
535,27,94,2,TRUE
536,27,189,5,FALSE
537,27,192,1,TRUE
538,27,186,1,FALSE
539,27,93,1,TRUE
540,27,98,5,FALSE
541,28,29,3,TRUE
542,28,120,3,FALSE
543,28,187,4,TRUE
544,28,51,2,FALSE
545,28,11,1,TRUE
546,28,2,3,FALSE
547,28,37,2,TRUE
548,28,196,5,FALSE
549,28,27,3,TRUE
550,28,151,1,FALSE
551,28,192,1,TRUE
552,28,129,1,FALSE
553,28,161,1,TRUE
554,28,90,1,FALSE
555,28,118,1,TRUE
556,28,170,5,FALSE
557,28,183,3,TRUE
558,28,66,4,FALSE
559,28,118,4,TRUE
560,28,45,3,FALSE
561,29,183,2,TRUE
562,29,94,4,FALSE
563,29,125,4,TRUE
564,29,188,3,FALSE
565,29,55,4,TRUE
566,29,195,1,FALSE
567,29,161,4,TRUE
568,29,77,2,FALSE
569,29,170,1,TRUE
570,29,11,4,FALSE
571,29,192,4,TRUE
572,29,174,3,FALSE
573,29,91,4,TRUE
574,29,34,2,FALSE
575,29,34,3,TRUE
576,29,79,4,FALSE
577,29,162,1,TRUE
578,29,7,1,FALSE
579,29,38,4,TRUE
580,29,72,3,FALSE
581,30,149,4,TRUE
582,30,30,5,FALSE
583,30,148,2,TRUE
584,30,90,3,FALSE
585,30,34,3,TRUE
586,30,55,1,FALSE
587,30,36,5,TRUE
588,30,172,3,FALSE
589,30,138,2,TRUE
590,30,160,4,FALSE
591,30,132,5,TRUE
592,30,170,4,FALSE
593,30,104,3,TRUE
594,30,50,5,FALSE
595,30,157,4,TRUE
596,30,132,5,FALSE
597,30,180,2,TRUE
598,30,182,2,FALSE
599,30,200,4,TRUE
600,30,105,3,FALSE
601,31,164,5,TRUE
602,31,192,5,FALSE
603,31,113,1,TRUE
604,31,157,4,FALSE
605,31,22,2,TRUE
606,31,127,2,FALSE
607,31,119,5,TRUE
608,31,50,1,FALSE
609,31,192,4,TRUE
610,31,11,1,FALSE
611,31,130,4,TRUE
612,31,91,4,FALSE
613,31,165,2,TRUE
614,31,174,3,FALSE
615,31,100,5,TRUE
616,31,109,2,FALSE
617,31,10,4,TRUE
618,31,59,5,FALSE
619,31,83,1,TRUE
620,31,12,5,FALSE
621,32,105,5,TRUE
622,32,100,5,FALSE
623,32,80,4,TRUE
624,32,190,2,FALSE
625,32,35,3,TRUE
626,32,102,4,FALSE
627,32,85,3,TRUE
628,32,81,3,FALSE
629,32,176,3,TRUE
630,32,163,1,FALSE
631,32,85,5,TRUE
632,32,35,3,FALSE
633,32,63,3,TRUE
634,32,181,4,FALSE
635,32,136,2,TRUE
636,32,149,5,FALSE
637,32,114,5,TRUE
638,32,141,1,FALSE
639,32,181,5,TRUE
640,32,177,3,FALSE
641,33,176,2,TRUE
642,33,62,2,FALSE
643,33,197,1,TRUE
644,33,170,5,FALSE
645,33,114,4,TRUE
646,33,196,2,FALSE
647,33,144,1,TRUE
648,33,89,5,FALSE
649,33,138,4,TRUE
650,33,16,2,FALSE
651,33,134,5,TRUE
652,33,64,2,FALSE
653,33,6,4,TRUE
654,33,41,5,FALSE
655,33,109,1,TRUE
656,33,126,3,FALSE
657,33,5,3,TRUE
658,33,129,4,FALSE
659,33,23,1,TRUE
660,33,5,2,FALSE
661,34,99,3,TRUE
662,34,2,1,FALSE
663,34,55,3,TRUE
664,34,126,4,FALSE
665,34,103,4,TRUE
666,34,98,5,FALSE
667,34,81,5,TRUE
668,34,40,1,FALSE
669,34,27,2,TRUE
670,34,103,4,FALSE
671,34,122,5,TRUE
672,34,153,5,FALSE
673,34,147,2,TRUE
674,34,27,1,FALSE
675,34,153,2,TRUE
676,34,123,2,FALSE
677,34,77,3,TRUE
678,34,113,3,FALSE
679,34,73,3,TRUE
680,34,54,2,FALSE
681,35,84,3,TRUE
682,35,29,5,FALSE
683,35,114,2,TRUE
684,35,109,3,FALSE
685,35,155,4,TRUE
686,35,156,4,FALSE
687,35,71,1,TRUE
688,35,77,3,FALSE
689,35,103,4,TRUE
690,35,145,1,FALSE
691,35,157,1,TRUE
692,35,165,3,FALSE
693,35,188,3,TRUE
694,35,23,1,FALSE
695,35,6,1,TRUE
696,35,148,4,FALSE
697,35,65,2,TRUE
698,35,68,3,FALSE
699,35,49,1,TRUE
700,35,109,1,FALSE
701,36,167,3,TRUE
702,36,124,1,FALSE
703,36,87,1,TRUE
704,36,65,5,FALSE
705,36,109,5,TRUE
706,36,13,2,FALSE
707,36,187,3,TRUE
708,36,85,1,FALSE
709,36,31,4,TRUE
710,36,2,1,FALSE
711,36,104,4,TRUE
712,36,182,1,FALSE
713,36,184,1,TRUE
714,36,164,3,FALSE
715,36,163,3,TRUE
716,36,35,1,FALSE
717,36,12,5,TRUE
718,36,45,2,FALSE
719,36,94,5,TRUE
720,36,1,3,FALSE
721,37,105,4,TRUE
722,37,196,3,FALSE
723,37,112,1,TRUE
724,37,131,1,FALSE
725,37,86,3,TRUE
726,37,43,3,FALSE
727,37,76,5,TRUE
728,37,174,3,FALSE
729,37,56,5,TRUE
730,37,97,2,FALSE
731,37,197,2,TRUE
732,37,51,1,FALSE
733,37,60,1,TRUE
734,37,190,5,FALSE
735,37,31,5,TRUE
736,37,156,5,FALSE
737,37,29,2,TRUE
738,37,47,3,FALSE
739,37,173,2,TRUE
740,37,35,1,FALSE
741,38,112,1,TRUE
742,38,120,4,FALSE
743,38,28,4,TRUE
744,38,51,3,FALSE
745,38,144,1,TRUE
746,38,115,1,FALSE
747,38,183,5,TRUE
748,38,82,5,FALSE
749,38,29,2,TRUE
750,38,98,3,FALSE
751,38,147,5,TRUE
752,38,136,2,FALSE
753,38,175,5,TRUE
754,38,75,5,FALSE
755,38,5,4,TRUE
756,38,100,1,FALSE
757,38,148,4,TRUE
758,38,56,1,FALSE
759,38,62,5,TRUE
760,38,154,4,FALSE
761,39,168,2,TRUE
762,39,97,3,FALSE
763,39,11,5,TRUE
764,39,48,4,FALSE
765,39,172,2,TRUE
766,39,87,1,FALSE
767,39,89,2,TRUE
768,39,119,4,FALSE
769,39,67,1,TRUE
770,39,88,4,FALSE
771,39,9,3,TRUE
772,39,122,4,FALSE
773,39,94,2,TRUE
774,39,170,1,FALSE
775,39,153,5,TRUE
776,39,132,2,FALSE
777,39,49,5,TRUE
778,39,13,1,FALSE
779,39,73,5,TRUE
780,39,46,3,FALSE
781,40,5,2,TRUE
782,40,188,3,FALSE
783,40,138,5,TRUE
784,40,180,2,FALSE
785,40,117,3,TRUE
786,40,106,1,FALSE
787,40,73,4,TRUE
788,40,122,5,FALSE
789,40,189,5,TRUE
790,40,127,5,FALSE
791,40,136,2,TRUE
792,40,189,4,FALSE
793,40,52,4,TRUE
794,40,60,4,FALSE
795,40,102,1,TRUE
796,40,136,4,FALSE
797,40,192,1,TRUE
798,40,177,5,FALSE
799,40,13,2,TRUE
800,40,61,3,FALSE
801,41,15,3,TRUE
802,41,43,5,FALSE
803,41,126,2,TRUE
804,41,156,2,FALSE
805,41,174,4,TRUE
806,41,183,5,FALSE
807,41,87,2,TRUE
808,41,183,2,FALSE
809,41,78,4,TRUE
810,41,93,1,FALSE
811,41,14,4,TRUE
812,41,178,5,FALSE
813,41,129,4,TRUE
814,41,86,4,FALSE
815,41,32,5,TRUE
816,41,40,1,FALSE
817,41,33,5,TRUE
818,41,92,4,FALSE
819,41,198,3,TRUE
820,41,87,5,FALSE
821,42,39,1,TRUE
822,42,184,4,FALSE
823,42,99,3,TRUE
824,42,152,2,FALSE
825,42,100,4,TRUE
826,42,49,4,FALSE
827,42,66,1,TRUE
828,42,106,4,FALSE
829,42,168,3,TRUE
830,42,86,2,FALSE
831,42,181,1,TRUE
832,42,76,5,FALSE
833,42,95,2,TRUE
834,42,12,2,FALSE
835,42,2,1,TRUE
836,42,136,5,FALSE
837,42,109,1,TRUE
838,42,168,5,FALSE
839,42,144,2,TRUE
840,42,189,5,FALSE
841,43,44,4,TRUE
842,43,3,2,FALSE
843,43,155,3,TRUE
844,43,97,3,FALSE
845,43,102,2,TRUE
846,43,194,1,FALSE
847,43,142,4,TRUE
848,43,189,3,FALSE
849,43,36,5,TRUE
850,43,73,3,FALSE
851,43,24,2,TRUE
852,43,172,2,FALSE
853,43,107,3,TRUE
854,43,36,5,FALSE
855,43,6,4,TRUE
856,43,70,3,FALSE
857,43,55,3,TRUE
858,43,129,4,FALSE
859,43,4,4,TRUE
860,43,53,1,FALSE
861,44,152,4,TRUE
862,44,97,1,FALSE
863,44,162,1,TRUE
864,44,66,5,FALSE
865,44,99,3,TRUE
866,44,29,5,FALSE
867,44,174,3,TRUE
868,44,93,3,FALSE
869,44,129,5,TRUE
870,44,164,3,FALSE
871,44,19,1,TRUE
872,44,2,5,FALSE
873,44,21,1,TRUE
874,44,1,3,FALSE
875,44,49,1,TRUE
876,44,70,2,FALSE
877,44,70,5,TRUE
878,44,112,2,FALSE
879,44,70,5,TRUE
880,44,141,4,FALSE
881,45,124,3,TRUE
882,45,77,2,FALSE
883,45,151,3,TRUE
884,45,45,5,FALSE
885,45,12,5,TRUE
886,45,169,4,FALSE
887,45,150,3,TRUE
888,45,194,1,FALSE
889,45,192,1,TRUE
890,45,163,1,FALSE
891,45,111,3,TRUE
892,45,64,4,FALSE
893,45,12,5,TRUE
894,45,55,5,FALSE
895,45,190,5,TRUE
896,45,117,5,FALSE
897,45,184,4,TRUE
898,45,83,4,FALSE
899,45,54,5,TRUE
900,45,31,3,FALSE
901,46,66,3,TRUE
902,46,190,1,FALSE
903,46,26,3,TRUE
904,46,30,5,FALSE
905,46,59,5,TRUE
906,46,5,2,FALSE
907,46,137,4,TRUE
908,46,93,5,FALSE
909,46,190,5,TRUE
910,46,121,1,FALSE
911,46,64,1,TRUE
912,46,56,3,FALSE
913,46,84,4,TRUE
914,46,70,2,FALSE
915,46,150,5,TRUE
916,46,184,2,FALSE
917,46,135,5,TRUE
918,46,45,5,FALSE
919,46,25,3,TRUE
920,46,162,4,FALSE
921,47,59,4,TRUE
922,47,136,2,FALSE
923,47,90,2,TRUE
924,47,176,2,FALSE
925,47,64,5,TRUE
926,47,182,3,FALSE
927,47,62,4,TRUE
928,47,159,2,FALSE
929,47,91,3,TRUE
930,47,7,3,FALSE
931,47,47,4,TRUE
932,47,122,1,FALSE
933,47,142,4,TRUE
934,47,136,3,FALSE
935,47,134,5,TRUE
936,47,172,3,FALSE
937,47,68,5,TRUE
938,47,44,2,FALSE
939,47,103,1,TRUE
940,47,137,2,FALSE
941,48,151,3,TRUE
942,48,85,5,FALSE
943,48,130,2,TRUE
944,48,157,2,FALSE
945,48,26,5,TRUE
946,48,130,3,FALSE
947,48,32,4,TRUE
948,48,108,1,FALSE
949,48,68,4,TRUE
950,48,133,5,FALSE
951,48,184,2,TRUE
952,48,164,4,FALSE
953,48,193,3,TRUE
954,48,73,2,FALSE
955,48,55,4,TRUE
956,48,111,3,FALSE
957,48,165,2,TRUE
958,48,96,4,FALSE
959,48,11,2,TRUE
960,48,169,5,FALSE
961,49,103,5,TRUE
962,49,44,1,FALSE
963,49,176,2,TRUE
964,49,136,5,FALSE
965,49,28,1,TRUE
966,49,75,2,FALSE
967,49,137,4,TRUE
968,49,25,1,FALSE
969,49,70,1,TRUE
970,49,58,1,FALSE
971,49,57,1,TRUE
972,49,29,5,FALSE
973,49,88,3,TRUE
974,49,127,3,FALSE
975,49,194,3,TRUE
976,49,93,4,FALSE
977,49,107,5,TRUE
978,49,185,2,FALSE
979,49,88,1,TRUE
980,49,13,4,FALSE
981,50,46,3,TRUE
982,50,171,3,FALSE
983,50,106,1,TRUE
984,50,111,4,FALSE
985,50,144,3,TRUE
986,50,131,4,FALSE
987,50,16,2,TRUE
988,50,47,4,FALSE
989,50,65,1,TRUE
990,50,37,5,FALSE
991,50,76,4,TRUE
992,50,14,2,FALSE
993,50,43,4,TRUE
994,50,186,4,FALSE
995,50,86,1,TRUE
996,50,146,3,FALSE
997,50,98,4,TRUE
998,50,179,1,FALSE
999,50,8,2,TRUE
1000,50,154,5,FALSE
1001,51,199,1,TRUE
1002,51,183,2,FALSE
1003,51,11,3,TRUE
1004,51,102,3,FALSE
1005,51,153,3,TRUE
1006,51,77,2,FALSE
1007,51,115,4,TRUE
1008,51,96,4,FALSE
1009,51,107,1,TRUE
1010,51,187,1,FALSE
1011,51,63,2,TRUE
1012,51,153,2,FALSE
1013,51,47,2,TRUE
1014,51,11,4,FALSE
1015,51,98,2,TRUE
1016,51,46,2,FALSE
1017,51,89,3,TRUE
1018,51,95,1,FALSE
1019,51,53,3,TRUE
1020,51,120,1,FALSE
1021,52,120,5,TRUE
1022,52,82,4,FALSE
1023,52,21,3,TRUE
1024,52,150,3,FALSE
1025,52,72,4,TRUE
1026,52,70,2,FALSE
1027,52,106,2,TRUE
1028,52,113,1,FALSE
1029,52,103,1,TRUE
1030,52,176,1,FALSE
1031,52,144,1,TRUE
1032,52,84,1,FALSE
1033,52,150,5,TRUE
1034,52,137,2,FALSE
1035,52,36,2,TRUE
1036,52,145,2,FALSE
1037,52,12,1,TRUE
1038,52,116,3,FALSE
1039,52,120,5,TRUE
1040,52,56,1,FALSE
1041,53,160,3,TRUE
1042,53,58,5,FALSE
1043,53,1,2,TRUE
1044,53,93,4,FALSE
1045,53,62,1,TRUE
1046,53,197,5,FALSE
1047,53,98,5,TRUE
1048,53,162,1,FALSE
1049,53,43,1,TRUE
1050,53,86,3,FALSE
1051,53,139,5,TRUE
1052,53,91,3,FALSE
1053,53,185,1,TRUE
1054,53,120,3,FALSE
1055,53,90,1,TRUE
1056,53,169,5,FALSE
1057,53,111,2,TRUE
1058,53,81,4,FALSE
1059,53,99,4,TRUE
1060,53,129,3,FALSE
1061,54,145,1,TRUE
1062,54,135,2,FALSE
1063,54,6,5,TRUE
1064,54,97,5,FALSE
1065,54,10,4,TRUE
1066,54,165,1,FALSE
1067,54,91,4,TRUE
